original_url,attribution,image_hash,approved_annotation
https://inaturalist-open-data.s3.amazonaws.com/photos/450423417/original.jpg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",ee2c15a291f6058302d0266e8e5e76bf,"{""annotations"": [{""id"": 153133612001, ""image_id"": 153133612, ""category_id"": 4, ""bbox"": [362.0, 460.00000000000006, 419.0, 251.00000000000003], ""area"": 105169.00000000001, ""iscrowd"": 0}, {""id"": 153133612002, ""image_id"": 153133612, ""category_id"": 4, ""bbox"": [1279.0, 400.0, 513.0, 285.0], ""area"": 146205.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133612, ""file_name"": ""Columba_palumbus_251703469_450423417.jpg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 4, ""name"": ""Columba_palumbus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/447965974/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",55afa95bfd7488f7b960f962d8632cf2,"{""annotations"": [{""id"": 153133613001, ""image_id"": 153133613, ""category_id"": 4, ""bbox"": [578.0, 360.0, 637.0, 758.0], ""area"": 482846.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133613, ""file_name"": ""Columba_palumbus_250471415_447965974.jpeg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 4, ""name"": ""Columba_palumbus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/414296306/original.jpeg,"(c) K, some rights reserved (CC BY)",59b0fc3e213631d7b32311e78a06f6df,"{""annotations"": [{""id"": 153133620001, ""image_id"": 153133620, ""category_id"": 4, ""bbox"": [122.0, 152.0, 1250.0000000000002, 738.9999999999999], ""area"": 923750.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133620, ""file_name"": ""Columba_palumbus_233140446_414296306.jpeg"", ""width"": 1537, ""height"": 1085}], ""categories"": [{""id"": 4, ""name"": ""Columba_palumbus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/411887351/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",ec271247820ecf531ecf8b76a271b12b,"{""annotations"": [{""id"": 153133621001, ""image_id"": 153133621, ""category_id"": 4, ""bbox"": [458.0, 446.0, 122.0, 67.0], ""area"": 8174.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133621, ""file_name"": ""Columba_palumbus_231880900_411887351.jpeg"", ""width"": 1581, ""height"": 1186}], ""categories"": [{""id"": 4, ""name"": ""Columba_palumbus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/464716585/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",1f0ba24b850bc03ddd3273a18b17e33d,"{""annotations"": [{""id"": 153133622001, ""image_id"": 153133622, ""category_id"": 5, ""bbox"": [948.0, 606.9999999999999, 263.0, 201.0], ""area"": 52863.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133622, ""file_name"": ""Cyanistes_caeruleus_258945698_464716585.jpg"", ""width"": 2048, ""height"": 1366}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/464716604/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",63a35688b48b6769b09958d10bd86fce,"{""annotations"": [{""id"": 153133623001, ""image_id"": 153133623, ""category_id"": 5, ""bbox"": [713.0, 606.0, 127.0, 137.99999999999997], ""area"": 17525.999999999996, ""iscrowd"": 0}], ""images"": [{""id"": 153133623, ""file_name"": ""Cyanistes_caeruleus_258945698_464716604.jpg"", ""width"": 2048, ""height"": 1366}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/450423438/original.jpg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",27f390e89eb1a67ae3686d13189e7ee4,"{""annotations"": [{""id"": 153133624001, ""image_id"": 153133624, ""category_id"": 5, ""bbox"": [664.0, 384.0, 426.0, 328.0], ""area"": 139728.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133624, ""file_name"": ""Cyanistes_caeruleus_251703477_450423438.jpg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/447901927/original.jpeg,"(c) Jana, some rights reserved (CC BY)",f2f0554ae4ae42a2d76685febec647f2,"{""annotations"": [{""id"": 153133625001, ""image_id"": 153133625, ""category_id"": 5, ""bbox"": [247.0, 437.0, 799.0000000000001, 1442.0], ""area"": 1152158.0000000002, ""iscrowd"": 0}], ""images"": [{""id"": 153133625, ""file_name"": ""Cyanistes_caeruleus_250438359_447901927.jpeg"", ""width"": 1507, ""height"": 2009}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663159/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",8dca71da4f3d4b4f42c669495d463ea8,"{""annotations"": [{""id"": 153133626001, ""image_id"": 153133626, ""category_id"": 5, ""bbox"": [610.0, 530.0, 224.0, 296.0], ""area"": 66304.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133626, ""file_name"": ""Cyanistes_caeruleus_249322127_445663159.jpg"", ""width"": 2048, ""height"": 1366}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663156/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",18db76a2b36cba8309bc9fdb1a5d7701,"{""annotations"": [{""id"": 153133627001, ""image_id"": 153133627, ""category_id"": 5, ""bbox"": [1129.0, 606.9999999999999, 219.0, 202.0], ""area"": 44238.0, ""iscrowd"": 0}, {""id"": 153133627002, ""image_id"": 153133627, ""category_id"": 5, ""bbox"": [359.0, 453.00000000000006, 251.0, 163.0], ""area"": 40913.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133627, ""file_name"": ""Cyanistes_caeruleus_249322125_445663156.jpg"", ""width"": 2048, ""height"": 1366}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/412090779/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",e15fd4ca661d9882a8e71c1c3fa47919,"{""annotations"": [{""id"": 153133629001, ""image_id"": 153133629, ""category_id"": 5, ""bbox"": [607.0, 624.0, 1185.0, 720.0], ""area"": 853200.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133629, ""file_name"": ""Cyanistes_caeruleus_231983466_412090779.jpeg"", ""width"": 2048, ""height"": 1536}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/411732776/original.jpeg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",6cd9d6f34f09fd0a2e5a0b5aab39a335,"{""annotations"": [{""id"": 153133630001, ""image_id"": 153133630, ""category_id"": 5, ""bbox"": [239.76253298152952, 68.62602579132474, 694.6042216358828, 1390.3739742086736], ""area"": 965759.6321380048, ""iscrowd"": 0}], ""images"": [{""id"": 153133630, ""file_name"": ""Cyanistes_caeruleus_231793093_411732776.jpeg"", ""width"": 2048, ""height"": 1536}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/394334136/original.jpeg,"(c) Maxim Kr, some rights reserved (CC BY)",9c045fb0bf8e3f58711f3debecd3e303,"{""annotations"": [{""id"": 153133631001, ""image_id"": 153133631, ""category_id"": 5, ""bbox"": [396.00000000000006, 455.0, 434.0, 325.99999999999994], ""area"": 141483.99999999997, ""iscrowd"": 0}], ""images"": [{""id"": 153133631, ""file_name"": ""Cyanistes_caeruleus_222599889_394334136.jpeg"", ""width"": 1149, ""height"": 1250}], ""categories"": [{""id"": 5, ""name"": ""Cyanistes_caeruleus""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/450423396/original.jpg,"(c) Alexis Tinker-Tsavalas, some rights reserved (CC BY)",d021c51f49ee64d486902e7093a9c339,"{""annotations"": [{""id"": 153133632001, ""image_id"": 153133632, ""category_id"": 8, ""bbox"": [808.0, 226.99999999999994, 606.0, 952.0], ""area"": 576912.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133632, ""file_name"": ""Erithacus_rubecula_251703462_450423396.jpg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
https://inaturalist-open-data.s3.amazonaws.com/photos/445663314/original.jpg,"(c) Sem Khatov, some rights reserved (CC BY)",29e1a335fed66f0b46f3a45b93674719,"{""annotations"": [{""id"": 153133633001, ""image_id"": 153133633, ""category_id"": 8, ""bbox"": [468.0, 447.99999999999994, 509.0, 427.0], ""area"": 217343.0, ""iscrowd"": 0}], ""images"": [{""id"": 153133633, ""file_name"": ""Erithacus_rubecula_249322131_445663314.jpg"", ""width"": 2048, ""height"": 1365}], ""categories"": [{""id"": 8, ""name"": ""Erithacus_rubecula""}]}"
